datetime,temp,humidity,precip,windspeed,cloudcover
2023-03-01T00:00:00,1,74.76,0,18.2,95.2
2023-03-01T01:00:00,1,74.67,0,20.4,94.8
2023-03-01T02:00:00,1,74.81,0,18.3,90
2023-03-01T03:00:00,1,74.87,0,18.2,27.5
2023-03-01T04:00:00,0,80.31,0,14.7,76.8
2023-03-01T05:00:00,0,80.31,0,14.7,22.2
2023-03-01T06:00:00,0,80.38,0,14.7,22.2
2023-03-01T07:00:00,0,74.8,0,12.9,12.4
2023-03-01T08:00:00,0,80.49,0,12.9,0
2023-03-01T09:00:00,1,74.92,0,14.7,0
2023-03-01T10:00:00,1,80.45,0,20.4,28.5
2023-03-01T11:00:00,2,69.72,0,27.4,28.5
2023-03-01T12:00:00,3,64.99,0,27.5,12.1
2023-03-01T13:00:00,3,74.99,0,31.5,26
2023-03-01T14:00:00,3,80.59,0,35,28.8
2023-03-01T15:00:00,3,80.66,0,31.5,28.7
2023-03-01T16:00:00,3,80.75,0,29.5,29.1
2023-03-01T17:00:00,3,80.78,0,33.2,29.5
2023-03-01T18:00:00,2,86.67,0,25.8,27.8
2023-03-01T19:00:00,2,86.66,0,24.1,43
2023-03-01T20:00:00,2,86.68,0,20.5,92.5
2023-03-01T21:00:00,2,86.71,0,16.5,52.1
2023-03-01T22:00:00,2,86.75,0,16.4,57.2
2023-03-01T23:00:00,2,86.76,0,11.2,76.2
2023-03-02T00:00:00,1,86.69,0,12.9,74
2023-03-02T01:00:00,1,93.08,0,5.4,87.7
2023-03-02T02:00:00,0,93.03,0,9.3,77
2023-03-02T03:00:00,0.1,99.88,0,9.4,92.5
2023-03-02T04:00:00,1,93.11,0,16.4,94.8
2023-03-02T05:00:00,1,93.07,0,11.2,90
2023-03-02T06:00:00,1,93.01,0,18.3,82.4
2023-03-02T07:00:00,1,92.99,0,22.2,26
2023-03-02T08:00:00,1,92.97,0,29.3,50.2
2023-03-02T09:00:00,1,86.46,0,27.6,20.7
2023-03-02T10:00:00,2,80.52,0,24.1,2.3
2023-03-02T11:00:00,3,69.83,0,31.5,2.3
2023-03-02T12:00:00,3,69.71,0,31.5,0
2023-03-02T13:00:00,3,69.67,0,29.4,0
2023-03-02T14:00:00,4,64.96,0,36.8,0
2023-03-02T15:00:00,4,60.4,0,38.5,0
2023-03-02T16:00:00,4,60.39,0,38.6,0
2023-03-02T17:00:00,3,64.69,0,36.9,0
2023-03-02T18:00:00,3,60.19,0,33.4,0
2023-03-02T19:00:00,3,60.18,0,42.1,55.9
2023-03-02T20:00:00,3,64.66,0,36.8,90
2023-03-02T21:00:00,3,64.74,0,35.1,77.6
2023-03-02T22:00:00,3,64.9,0,33.2,90
2023-03-02T23:00:00,3,69.81,0,27.6,66.3
2023-03-03T00:00:00,3,69.68,0,31.7,25
2023-03-03T01:00:00,2,80.51,0,24.1,25
2023-03-03T02:00:00,2,74.81,0,19.8,82.6
2023-03-03T03:00:00,2,74.81,0,20.5,97.6
2023-03-03T04:00:00,2,80.51,0,20.5,93.1
2023-03-03T05:00:00,1,86.49,0,19.8,25
2023-03-03T06:00:00,1,86.49,0,20.5,100
2023-03-03T07:00:00,1,86.49,0,18.4,88
2023-03-03T08:00:00,1,80.37,0,20.5,88
2023-03-03T09:00:00,1,80.53,0.119,17,27.9
